,Unnamed: 0,time,longitude,latitude
146,146,14:27:50,106.226,3.2394
147,147,14:27:55,106.232,3.23101
148,148,14:28:00,106.239,3.22262
149,149,14:28:10,106.245,3.21423
150,150,14:28:15,106.251,3.20584
151,151,14:28:19,106.258,3.19745
152,152,14:28:20,106.264,3.18906
153,153,14:28:25,106.271,3.18067
154,154,14:28:30,106.277,3.17228
155,155,14:28:35,106.283,3.16388
156,156,14:28:45,106.29,3.15549
157,157,14:28:50,106.296,3.1471
158,158,14:28:54,106.303,3.13871
159,159,14:28:55,106.309,3.13032
160,160,14:29:00,106.315,3.12193
161,161,14:29:05,106.322,3.11354
162,162,14:29:10,106.328,3.10515
163,163,14:29:20,106.335,3.09676
164,164,14:29:25,106.341,3.08836
165,165,14:29:29,106.347,3.07997
166,166,14:29:30,106.354,3.07158
167,167,14:29:35,106.36,3.06319
168,168,14:29:40,106.367,3.0548
169,169,14:29:45,106.373,3.04641
170,170,14:29:55,106.379,3.03802
171,171,14:30:00,106.386,3.02963
172,172,14:30:04,106.392,3.02124
173,173,14:30:05,106.399,3.01285
174,174,14:30:10,106.405,3.00447
175,175,14:30:15,106.411,2.99608
176,176,14:30:20,106.418,2.98769
177,177,14:30:30,106.424,2.97931
178,178,14:30:35,106.431,2.97092
179,179,14:30:39,106.437,2.96254
180,180,14:30:40,106.443,2.95415
181,181,14:30:45,106.45,2.94577
182,182,14:30:50,106.456,2.93738
183,183,14:30:55,106.462,2.92829
184,184,14:31:05,106.466,2.91862
185,185,14:31:10,106.469,2.90858
186,186,14:31:14,106.472,2.89842
187,187,14:31:15,106.474,2.88819
188,188,14:31:20,106.477,2.87793
189,189,14:31:25,106.479,2.86764
190,190,14:31:30,106.481,2.85733
191,191,14:31:40,106.484,2.84701
192,192,14:31:45,106.485,2.83664
193,193,14:31:49,106.487,2.82627
194,194,14:31:50,106.489,2.8159
195,195,14:31:55,106.491,2.80554
196,196,14:32:00,106.493,2.79517
197,197,14:32:05,106.495,2.7848
198,198,14:32:15,106.497,2.77444
199,199,14:32:20,106.499,2.76407
200,200,14:32:24,106.501,2.75371
201,201,14:32:25,106.503,2.74334
202,202,14:32:30,106.505,2.73297
203,203,14:32:35,106.507,2.72261
204,204,14:32:40,106.509,2.71224
205,205,14:32:50,106.511,2.70188
206,206,14:32:55,106.513,2.69151
207,207,14:32:59,106.515,2.68114
208,208,14:33:00,106.517,2.67078
209,209,14:33:05,106.519,2.66041
210,210,14:33:10,106.521,2.65005
211,211,14:33:15,106.523,2.63968
212,212,14:33:25,106.525,2.62931
213,213,14:33:30,106.527,2.61895
214,214,14:33:34,106.528,2.60858
215,215,14:33:35,106.53,2.59821
216,216,14:33:40,106.532,2.58785
217,217,14:33:45,106.534,2.57748
218,218,14:33:50,106.536,2.56712
