,Unnamed: 0,time,longitude,latitude
0,0,15:52:45,105.012,4.19994
1,1,15:52:50,105.02,4.19298
2,2,15:52:54,105.028,4.18601
3,3,15:52:55,105.036,4.17904
4,4,15:53:00,105.044,4.17207
5,5,15:53:05,105.052,4.16511
6,6,15:53:10,105.059,4.15814
7,7,15:53:20,105.067,4.15117
8,8,15:53:25,105.075,4.1442
9,9,15:53:29,105.083,4.13723
10,10,15:53:30,105.091,4.13027
11,11,15:53:35,105.099,4.1233
12,12,15:53:40,105.107,4.11633
13,13,15:53:45,105.115,4.10936
14,14,15:53:55,105.123,4.10239
15,15,15:54:00,105.131,4.09543
16,16,15:54:04,105.139,4.08846
17,17,15:54:05,105.147,4.08149
18,18,15:54:10,105.155,4.07452
19,19,15:54:15,105.163,4.06755
20,20,15:54:20,105.171,4.06059
21,21,15:54:30,105.179,4.05362
22,22,15:54:35,105.186,4.04665
23,23,15:54:39,105.194,4.03968
24,24,15:54:40,105.202,4.03271
25,25,15:54:45,105.21,4.02574
26,26,15:54:50,105.218,4.01878
27,27,15:54:55,105.226,4.01181
28,28,15:55:05,105.234,4.00485
29,29,15:55:10,105.242,3.99789
30,30,15:55:14,105.25,3.99093
31,31,15:55:15,105.258,3.98397
32,32,15:55:20,105.266,3.977
33,33,15:55:25,105.274,3.97003
34,34,15:55:30,105.282,3.96306
35,35,15:55:40,105.29,3.95609
36,36,15:55:45,105.298,3.94912
37,37,15:55:49,105.306,3.94215
38,38,15:55:50,105.313,3.93518
39,39,15:55:55,105.321,3.92821
40,40,15:56:00,105.329,3.92124
41,41,15:56:05,105.337,3.91427
42,42,15:56:15,105.345,3.9073
43,43,15:56:20,105.353,3.90033
44,44,15:56:24,105.361,3.89336
45,45,15:56:25,105.369,3.88639
46,46,15:56:30,105.377,3.87942
47,47,15:56:35,105.385,3.87244
48,48,15:56:40,105.393,3.86547
49,49,15:56:50,105.401,3.8585
50,50,15:56:55,105.409,3.85153
51,51,15:56:59,105.417,3.84456
52,52,15:57:00,105.425,3.83759
53,53,15:57:05,105.433,3.83062
54,54,15:57:10,105.44,3.82365
55,55,15:57:15,105.448,3.81668
56,56,15:57:25,105.456,3.80971
57,57,15:57:30,105.464,3.80274
58,58,15:57:34,105.472,3.79577
59,59,15:57:35,105.48,3.7888
60,60,15:57:40,105.488,3.78183
61,61,15:57:45,105.496,3.77486
62,62,15:57:50,105.504,3.76789
63,63,15:58:00,105.512,3.76091
64,64,15:58:05,105.52,3.75394
65,65,15:58:09,105.528,3.74697
66,66,15:58:10,105.536,3.73999
67,67,15:58:15,105.544,3.73301
68,68,15:58:20,105.552,3.72605
69,69,15:58:25,105.559,3.71909
70,70,15:58:35,105.567,3.71212
71,71,15:58:40,105.575,3.70516
72,72,15:58:44,105.583,3.6982
73,73,15:58:45,105.591,3.69124
74,74,15:58:50,105.599,3.68428
75,75,15:58:55,105.607,3.67732
76,76,15:59:00,105.615,3.67036
77,77,15:59:10,105.623,3.6634
78,78,15:59:15,105.631,3.65643
79,79,15:59:19,105.639,3.64947
80,80,15:59:20,105.647,3.64251
81,81,15:59:25,105.655,3.63555
82,82,15:59:30,105.663,3.62859
83,83,15:59:35,105.671,3.62163
84,84,15:59:45,105.679,3.61467
85,85,15:59:50,105.687,3.60771
86,86,15:59:54,105.695,3.60074
87,87,15:59:55,105.702,3.59378
88,88,16:00:00,105.71,3.58682
89,89,16:00:05,105.718,3.57986
90,90,16:00:10,105.726,3.5729
91,91,16:00:20,105.734,3.56594
92,92,16:00:25,105.742,3.55898
93,93,16:00:29,105.75,3.55201
94,94,16:00:30,105.758,3.54505
95,95,16:00:35,105.766,3.53809
96,96,16:00:40,105.774,3.53113
97,97,16:00:45,105.782,3.52417
98,98,16:00:55,105.79,3.51721
99,99,16:01:00,105.798,3.51025
100,100,16:01:04,105.806,3.50329
101,101,16:01:05,105.814,3.49632
102,102,16:01:10,105.822,3.48935
103,103,16:01:15,105.829,3.48238
104,104,16:01:20,105.837,3.47541
105,105,16:01:30,105.845,3.46844
106,106,16:01:35,105.853,3.46147
107,107,16:01:39,105.861,3.4545
108,108,16:01:40,105.869,3.44753
109,109,16:01:45,105.877,3.44056
110,110,16:01:50,105.885,3.43359
111,111,16:01:55,105.893,3.42662
112,112,16:02:05,105.901,3.41965
113,113,16:02:10,105.909,3.41268
114,114,16:02:14,105.917,3.40571
115,115,16:02:15,105.925,3.39874
116,116,16:02:20,105.933,3.39177
117,117,16:02:25,105.94,3.3848
118,118,16:02:30,105.948,3.37783
119,119,16:02:40,105.956,3.37086
120,120,16:02:45,105.964,3.36389
121,121,16:02:49,105.972,3.35692
122,122,16:02:50,105.98,3.34995
123,123,16:02:55,105.988,3.34298
124,124,16:03:00,105.996,3.33601
125,125,16:03:05,106.004,3.32904
