,Unnamed: 0,time,longitude,latitude
0,0,15:24:19,105.012,4.19994
1,1,15:24:20,105.02,4.19298
2,2,15:24:25,105.028,4.18601
3,3,15:24:30,105.036,4.17904
4,4,15:24:35,105.044,4.17207
5,5,15:24:45,105.052,4.16511
6,6,15:24:50,105.059,4.15814
7,7,15:24:54,105.067,4.15117
8,8,15:24:55,105.075,4.1442
9,9,15:25:00,105.083,4.13723
10,10,15:25:05,105.091,4.13027
11,11,15:25:10,105.099,4.1233
12,12,15:25:20,105.107,4.11633
13,13,15:25:25,105.115,4.10936
14,14,15:25:29,105.123,4.10239
15,15,15:25:30,105.131,4.09543
16,16,15:25:35,105.139,4.08846
17,17,15:25:40,105.147,4.08149
18,18,15:25:45,105.155,4.07452
19,19,15:25:55,105.163,4.06755
20,20,15:26:00,105.171,4.06059
21,21,15:26:04,105.179,4.05362
22,22,15:26:05,105.186,4.04665
23,23,15:26:10,105.194,4.03968
24,24,15:26:15,105.202,4.03271
25,25,15:26:20,105.21,4.02574
26,26,15:26:30,105.218,4.01878
27,27,15:26:35,105.226,4.01181
28,28,15:26:39,105.234,4.00485
29,29,15:26:40,105.242,3.99789
30,30,15:26:45,105.25,3.99093
31,31,15:26:50,105.258,3.98397
32,32,15:26:55,105.266,3.977
33,33,15:27:05,105.274,3.97003
34,34,15:27:10,105.282,3.96306
35,35,15:27:14,105.29,3.95609
36,36,15:27:15,105.298,3.94912
37,37,15:27:20,105.306,3.94215
38,38,15:27:25,105.313,3.93518
39,39,15:27:30,105.321,3.92821
40,40,15:27:40,105.329,3.92124
41,41,15:27:45,105.337,3.91427
42,42,15:27:49,105.345,3.9073
43,43,15:27:50,105.353,3.90033
44,44,15:27:55,105.361,3.89336
45,45,15:28:00,105.369,3.88639
46,46,15:28:05,105.377,3.87942
47,47,15:28:15,105.385,3.87244
48,48,15:28:20,105.393,3.86547
49,49,15:28:24,105.401,3.8585
50,50,15:28:25,105.409,3.85153
51,51,15:28:30,105.417,3.84456
52,52,15:28:35,105.425,3.83759
53,53,15:28:40,105.433,3.83062
54,54,15:28:50,105.44,3.82365
55,55,15:28:55,105.448,3.81668
56,56,15:28:59,105.456,3.80971
57,57,15:29:00,105.464,3.80274
58,58,15:29:05,105.472,3.79577
59,59,15:29:10,105.48,3.7888
60,60,15:29:15,105.488,3.78183
61,61,15:29:25,105.496,3.77486
62,62,15:29:30,105.504,3.76789
63,63,15:29:34,105.512,3.76091
64,64,15:29:35,105.52,3.75394
65,65,15:29:40,105.528,3.74697
66,66,15:29:45,105.536,3.73999
67,67,15:29:50,105.544,3.73301
68,68,15:30:00,105.552,3.72605
69,69,15:30:05,105.559,3.71909
70,70,15:30:09,105.567,3.71212
71,71,15:30:10,105.575,3.70516
